the_geom,cost_estimate,the_geom_webmercator,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,job_type2,cartodb_id,enlargement_flag_yes_no,square_footage,permit_issuance_date,permit_expiration_date,job_location_house_number,job_location_street_name,community_board,applicant_business_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
0101000020E610000000000000BC7D52C000000000B6564440,4270392,0101000020110F00001DF52C64B9685FC1B9FCEC9583F05241,40.6774291992188,-73.964599609375,Brooklyn,NB,New Building,310109762,3396401,NB,3000,false,28854,1/2/2018,12/31/2018 12:00,336,ST MARKS AVENUE,308,BAYSIDE BUILDERS INC,RESIDENTIAL APT HOUSE,5,9
0101000020E610000000000060587B52C000000040B9564440,1081436,0101000020110F0000AA66157CAA645FC1D2BDA83987F05241,40.6775283813477,-73.9272689819336,Brooklyn,NB,New Building,321639009,3048168,NB,3001,false,7307,6/26/2018,11/19/2018 12:00,49,ROCHESTER AVENUE,303,TRIPLE C BUILDERS LLC,RESIDENTIAL: APARTMENT HOUSES,4,7
0101000020E610000000000060E87C52C000000000BA564440,906352,0101000020110F0000E5B7C9EC51675FC136BCAC1088F05241,40.6775512695312,-73.9516830444336,Brooklyn,NB,New Building,321105898,3029988,NB,3002,false,6124,3/8/2018,3/2/2019 12:00,1214,PACIFIC STREET,308,"AVACON MANAGEMENT, LLC",RESIDENTIAL: APARTMENT HOUSES,4,4
0101000020E610000000000000F07152C000000040BA564440,590520,0101000020110F000005C30E9EAF545FC1C1BC585888F05241,40.6775588989258,-73.7802734375,Queens,NB,New Building,421358550,4609216,NB,3003,false,3990,4/3/2018,10/7/2018 12:00,161-26,BAISLEY BLVD,412,KAIETEUR CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000000F07152C000000040BA564440,590372,0101000020110F000005C30E9EAF545FC1C1BC585888F05241,40.6775588989258,-73.7802734375,Queens,NB,New Building,421358872,4609217,NB,3004,false,3989,4/9/2018,10/7/2018 12:00,161-30,BAISLEY BLVD,412,KAIETEUR CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000040617952C0000000A0BA564440,2617380,0101000020110F00007D9852E053615FC190BEDAC388F05241,40.6775703430176,-73.8965606689453,Brooklyn,NB,New Building,320625310,3425462,NB,3005,false,17685,4/17/2018,10/3/2018 12:00,100,NEW JERSEY AVE,305,PACIFIC RIM,"RESIDENTIAL: HOTELS, DORMITORIES",5,39
0101000020E6100000000000E0777C52C0000000E0BB564440,520000,0101000020110F00000D0117D592665FC156CD362A8AF05241,40.6776084899902,-73.9448165893555,Brooklyn,A1,ALT 1 Enlargement,321731248,3029841,A1,3006,true,666,8/3/2018,3/28/2019 12:00,1419,PACIFIC STREET,308,UNIVERSAL DESIGN & CONSTR,RESIDENTIAL: APARTMENT HOUSES,4,2
0101000020E610000000000060827D52C0000000E0BC564440,560425,0101000020110F0000EF4C6B8257685FC1D8E2E6488BF05241,40.6776390075684,-73.9610824584961,Brooklyn,A1,ALT 1 Enlargement,321437156,3028269,A1,3007,true,400,2/12/2018,11/16/2018 12:00,808A,BERGEN STREET,308,Y R A DEVELOPMENT CORP,RESIDENTIAL: APARTMENT HOUSES,4,4
0101000020E6100000000000E00B7F52C000000040BD564440,2303472,0101000020110F00007BEDA6E8F36A5FC11EED68B48BF05241,40.6776504516602,-73.9850997924805,Brooklyn,NB,New Building,320862161,3007376,NB,3008,false,15564,5/18/2018,5/9/2019 12:00,529,PRESIDENT STREET,306,TRIBOROUGH CONSTRUCTION S,"RESIDENTIAL: HOTELS, DORMITORIES",5,101
0101000020E6100000000000A0D38052C0000000E0BD564440,2091536,0101000020110F000051DBC80BFA6D5FC1F20097678CF05241,40.6776695251465,-74.0129165649414,Brooklyn,NB,New Building,321186015,3008583,NB,3009,false,14132,11/28/2017,9/9/2018 12:00,362,VAN BRUNT ST,306,NADKOS INC,RESIDENTIAL: APARTMENT HOUSES,4,12
0101000020E6100000000000C0337A52C0000000E0BD564440,4417356,0101000020110F00005C68836EB9625FC1F20097678CF05241,40.6776695251465,-73.9094085693359,Brooklyn,NB,New Building,320623465,3042264,NB,3010,false,29847,8/10/2018,11/1/2018 12:00,1325,HERKIMER STREET,316,FIRST CLASS MANAGEMENT CO,RESIDENTIAL: APARTMENT HOUSES,5,32
0101000020E6100000000000202D6F52C000000080BE564440,245000,0101000020110F000011B549EBFE4F5FC12118C51A8DF05241,40.6776885986328,-73.7371292114258,Queens,A1,ALT 1 Enlargement,421524470,4279036,A1,3011,true,0,4/11/2018,2/16/2019 12:00,131-45,231ST STREET,413,BEST MATCH CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000E0CE7A52C000000020C0564440,652680,0101000020110F0000BE6A57EDC0635FC12064A3EC8EF05241,40.6777381896973,-73.9188766479492,Brooklyn,NB,New Building,321286354,3042349,NB,3012,false,4410,6/14/2018,10/7/2018 12:00,1042,HERKIMER STREET,303,KAIETEUR CONSTRUCTION INC,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000A0D07A52C000000080C0564440,652680,0101000020110F00009E8650E6C3635FC1E57825588FF05241,40.6777496337891,-73.9189834594727,Brooklyn,NB,New Building,321286345,3042348,NB,3013,false,4410,6/14/2018,10/7/2018 12:00,1040,HERKIMER STREET,303,KAIETEUR CONSTRUCTION INC,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000405F7C52C000000080C2564440,3042288,0101000020110F0000168B1C0169665FC10BFC859591F05241,40.6778106689453,-73.9433135986328,Brooklyn,NB,New Building,321049815,3029869,NB,3014,false,20556,5/18/2018,5/9/2019 12:00,1462,ATLANTIC AVENUE,308,TRIBOROUGH CONSTRUCTION S,"RESIDENTIAL: HOTELS, DORMITORIES",5,58
0101000020E610000000000020DC7D52C0000000C0C2564440,10706024,0101000020110F0000659977F5EF685FC1DA0E32DD91F05241,40.6778182983398,-73.9665603637695,Brooklyn,NB,New Building,320597564,3424489,NB,3015,false,72338,3/29/2018,10/7/2018 12:00,280,ST. MARKS AVENUE,308,KAIETEUR CONSTRUCTION INC,RESIDENTIAL: APARTMENT HOUSES,5,31
0101000020E610000000000000F48052C0000000C0C3564440,579716,0101000020110F0000035FC909316E5FC17F5FE2FB92F05241,40.677848815918,-74.014892578125,Brooklyn,NB,New Building,321615935,3809800,NB,3016,false,3917,6/26/2018,9/11/2018 12:00,202,CONOVER STREET,306,NEW AMSTERDAM BUILDING SO,MERCANTILE,2,0
0101000020E6100000000000A0B87D52C0000000C0C4564440,1537760,0101000020110F000012AD95A8B3685FC1B9B8921A94F05241,40.6778793334961,-73.9643936157227,Brooklyn,A1,ALT 1 Enlargement,321189815,3028232,A1,3017,true,3920,4/10/2018,1/23/2019 12:00,325,ST MARKS AVE,308,JERUSALEM CARTING INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,1
0101000020E610000000000080037B52C0000000C0C5564440,906944,0101000020110F0000B69EE3501A645FC18E1A433995F05241,40.6779098510742,-73.9220886230469,Brooklyn,NB,New Building,321416080,3048270,NB,3018,false,6128,6/15/2018,3/10/2019 12:00,954,HERKIMER ST,303,MACH GROUP INC,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E6100000000000E0047B52C000000020C6564440,906944,0101000020110F000078EBCBA61C645FC17741C5A495F05241,40.677921295166,-73.9221725463867,Brooklyn,NB,New Building,321416071,3818322,NB,3019,false,6128,6/15/2018,3/10/2019 12:00,948,HERKIMER ST,303,MACH GROUP INC,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E610000000000000D97F52C0000000C0C6564440,76000,0101000020110F0000057A9155506C5FC10085F35796F05241,40.6779403686523,-73.9976196289062,Brooklyn,A1,ALT 1 Enlargement,321556115,3008042,A1,3020,true,427,8/3/2018,8/3/2019 12:00,109,4TH PLACE,306,REDLINE CONSTRUCTION & MA,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000060D97C52C0000000C0C6564440,600000,0101000020110F0000405B297238675FC10085F35796F05241,40.6779403686523,-73.9507675170898,Brooklyn,A1,ALT 1 Enlargement,321188479,3029771,A1,3021,true,402,8/7/2018,3/17/2019 12:00,1261,PACIFIC STREET,308,ALL BOROUGHS LLC,RESIDENTIAL: APARTMENT HOUSES,4,8
0101000020E610000000000000797F52C0000000C0C7564440,642040,0101000020110F0000485CC244AD6B5FC107F8A37697F05241,40.6779708862305,-73.9917602539062,Brooklyn,A1,ALT 1 Enlargement,321498278,3007758,A1,3022,true,967,3/20/2018,2/24/2019 12:00,99,2ND STREET,306,ISLAND INTERIORS DESIGN L,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000080C37C52C000000000C8564440,50850,0101000020110F0000CF7EFF4913675FC1211650BE97F05241,40.677978515625,-73.9494323730469,Brooklyn,A1,ALT 1 Enlargement,320757374,3029820,A1,3023,true,678,5/10/2018,5/10/2019 12:00,565,NOSTRAND AVENUE,308,THB CUSTOM BUILDERS INC,RESIDENTIAL: APARTMENT HOUSES,3,4
0101000020E6100000000000E0E77F52C000000060C8564440,463000,0101000020110F0000F5E6D699696C5FC14D44D22998F05241,40.6779899597168,-73.9985275268555,Brooklyn,A1,ALT 1 Enlargement,321111998,3005514,A1,3024,true,352,4/9/2018,4/9/2019 12:00,96,4TH PLACE,306,AVO CONSTRUCTION LLC,RESIDENTIAL: APARTMENT HOUSES,4,4
0101000020E6100000000000C0407B52C000000060C8564440,1040200,0101000020110F0000596EF25A82645FC14D44D22998F05241,40.6779899597168,-73.9258270263672,Brooklyn,A1,ALT 1 Enlargement,320909157,3048202,A1,3025,true,4078,4/27/2018,3/25/2019 12:00,834,HERKIMER STREET,303,DOPPLER INNOVATIONS INC,RESIDENTIAL: APARTMENT HOUSES,4,8
0101000020E6100000000000E0E87752C000000060C8564440,5415912,0101000020110F0000943FC190D45E5FC14D44D22998F05241,40.6779899597168,-73.8735885620117,Brooklyn,NB,New Building,321646215,3855064,NB,3026,false,36594,8/1/2018,8/1/2019 12:00,975,LIBERTY AVENUE,305,MARCO PROPERTIES I CORP,RESIDENTIAL: APARTMENT HOUSES,7,41
0101000020E610000000000080887852C000000000C9564440,15519428,0101000020110F00005BF75EB4E35F5FC1E99300DD98F05241,40.6780090332031,-73.8833312988281,Brooklyn,NB,New Building,321193944,3425163,NB,3027,false,104861,6/28/2018,4/1/2019 12:00,315,LINWOOD STREET,305,L & M BUILDERS GROUP LLC,RESIDENTIAL: APARTMENT HOUSES,10,100
0101000020E610000000000020337052C000000000CA564440,200000,0101000020110F00008E4BD4F3BB515FC14F1AB1FB99F05241,40.6780395507812,-73.7531204223633,Queens,A1,ALT 1 Enlargement,421426326,4280009,A1,3028,true,1876,6/20/2018,4/24/2019 12:00,135-11,217TH STREET,413,V.A BUILDERS CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000E0F68052C0000000A0CC564440,2137120,0101000020110F00003CE8F4EB356E5FC1FEA340EC9CF05241,40.6781196594238,-74.0150680541992,Brooklyn,NB,New Building,321195728,3424218,NB,3029,false,14440,10/18/2017,10/18/2018 12:00,160,DIKEMAN STREET,306,K S K CONSTRUCTION GROUP,FACTORY/INDUSTRIAL: LOW HAZARD,4,
0101000020E6100000000000809D8052C000000040D0564440,570000,0101000020110F0000E26AF91B9E6D5FC11A2581FBA0F05241,40.6782302856445,-74.0096130371094,Brooklyn,A1,ALT 1 Enlargement,321189094,3008404,A1,3030,true,779,6/17/2018,4/30/2019 12:00,86,PIONEER STREET,306,OBJECT DESIGN INC,BUSINESS,3,1
0101000020E6100000000000600A8052C000000040D1564440,504000,0101000020110F0000A455E133A46C5FC1D7E9311AA2F05241,40.6782608032227,-74.0006332397461,Brooklyn,A1,ALT 1 Enlargement,321622375,3005470,A1,3031,true,443,4/12/2018,3/28/2019 12:00,40,FOURTH PLACE,306,DUNRITE NY ENTERPRISES IN,RESIDENTIAL: APARTMENT HOUSES,4,4
0101000020E610000000000040E67352C0000000E0D2564440,144480,0101000020110F0000410355BD04585FC1E63B11ECA3F05241,40.6783103942871,-73.8109283447266,Queens,A1,ALT 1 Enlargement,421405599,4252349,A1,3032,true,820,2/21/2018,2/1/2019 12:00,115-35,128 STREET,410,"A.N.C. CONTRACTING CO.,IN",RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000040417052C0000000E0D2564440,572168,0101000020110F0000431AF8F1D3515FC1E63B11ECA3F05241,40.6783103942871,-73.7539825439453,Queens,NB,New Building,421220841,4605193,NB,3033,false,3866,8/15/2018,10/7/2018 12:00,135-15,SPRINGFIELD BLVD,413,KAIETEUR CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000020A47F52C000000020D6564440,345900,0101000020110F0000A5664F85F66B5FC12524D08FA7F05241,40.678409576416,-73.9943923950195,Brooklyn,A1,ALT 1 Enlargement,321447314,3007849,A1,3034,true,0,3/14/2018,3/8/2019 12:00,39,THIRD STREET,306,LEM INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
0101000020E6100000000000601D7B52C000000080D7564440,1095200,0101000020110F0000B8716B4446645FC15F7A031AA9F05241,40.6784515380859,-73.9236679077148,Brooklyn,NB,New Building,321191599,3048063,NB,3035,false,7400,8/23/2018,5/29/2019 12:00,897,HERKIMER STREET,303,DAWNY CONSTRUCTION LTD,RESIDENTIAL: APARTMENT HOUSES,4,7
0101000020E6100000000000C01B7B52C000000080D7564440,1231356,0101000020110F00008E45CD8143645FC15F7A031AA9F05241,40.6784515380859,-73.9235687255859,Brooklyn,A1,ALT 1 Enlargement,321191606,3048062,A1,3036,true,3770,8/10/2018,5/29/2019 12:00,901,HERKIMER STREET,303,DAWNY CONSTRUCTION LTD,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E6100000000000403B7A52C0000000C0D7564440,475860,0101000020110F0000AF96D32BC6625FC159BAAF61A9F05241,40.6784591674805,-73.9098663330078,Brooklyn,A1,ALT 1 Enlargement,321552798,3042040,A1,3037,true,1,7/10/2018,3/28/2019 12:00,2077A,FULTON ST,316,CERTIFIED DEVELOPERS LLC,RESIDENTIAL: APARTMENT HOUSES,5,8
0101000020E610000000000040AC7052C000000060DA564440,210490,0101000020110F0000129E09B289525FC17C7A4052ACF05241,40.678539276123,-73.7605133056641,Queens,A1,ALT 1 Enlargement,421577626,4279632,A1,3038,true,735,2/6/2018,10/3/2018 12:00,131-37,MATHEWSON COURT,412,RAVI CONSTRUCTION AND EXP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000E0ED7B52C000000000DB564440,2207124,0101000020110F00004E46ED6CA8655FC1DF2A6F05ADF05241,40.6785583496094,-73.936393737793,Brooklyn,NB,New Building,321124421,3399550,NB,3039,false,14913,7/25/2018,7/3/2019 12:00,516,HERKIMER STREET,303,D & G CONSTRUCTION NY INC,RESIDENTIAL: APARTMENT HOUSES,8,15
0101000020E610000000000080427A52C000000000DB564440,6915448,0101000020110F000098E56D7CD2625FC1DF2A6F05ADF05241,40.6785583496094,-73.9103088378906,Brooklyn,NB,New Building,321244809,3425192,NB,3040,false,46726,7/3/2018,6/28/2019 12:00,48,SOMERS STREET,316,FTIC HOME INPROVEMENT INC,RESIDENTIAL: APARTMENT HOUSES,7,24
0101000020E610000000000040A67D52C000000060DD564440,1378176,0101000020110F000060085E7294685FC1C9E753AEAFF05241,40.6786308288574,-73.9632720947266,Brooklyn,NB,New Building,320613699,3425058,NB,3041,false,9312,9/1/2017,9/1/2018 12:00,757,BERGEN STREET,308,TCS CONSTRUCTION CORP,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000C0A77D52C000000000DE564440,1397712,0101000020110F0000D844A1FE96685FC14EA88261B0F05241,40.6786499023438,-73.9633636474609,Brooklyn,NB,New Building,320613680,3399908,NB,3042,false,9444,9/1/2017,9/1/2018 12:00,755,BERGEN STREET,308,TCS CONSTRUCTION CORP,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000205A7E52C0000000A0DE564440,853812,0101000020110F00006D7087FBC5695FC12E6CB114B1F05241,40.6786689758301,-73.974250793457,Brooklyn,NB,New Building,320624339,3018937,NB,3043,false,5769,4/25/2018,1/14/2019 12:00,106,PROSPECT PLACE,306,K-SQUARE DEVELOPERS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,1
0101000020E610000000000020A97D52C0000000A0DE564440,1383208,0101000020110F00009A91895499685FC12E6CB114B1F05241,40.6786689758301,-73.9634475708008,Brooklyn,NB,New Building,320613671,3425059,NB,3044,false,9346,12/15/2017,9/1/2018 12:00,753,BERGEN STREET,308,TCS CONSTRUCTION CORP,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E610000000000080B57D52C0000000A0DF564440,425450,0101000020110F00006F44B459AE685FC18FAC6233B2F05241,40.6786994934082,-73.9642028808594,Brooklyn,A1,ALT 1 Enlargement,320592532,3027950,A1,3045,true,4455,6/22/2018,5/29/2019 12:00,658,WASHINGTON AVE,308,DAWNY CONSTRUCTION LTD,RESIDENTIAL: APARTMENT HOUSES,4,3
0101000020E610000000000080C97F52C000000000E0564440,640864,0101000020110F00008E5E8501366C5FC1EB26E59EB2F05241,40.6787109375,-73.9966735839844,Brooklyn,A1,ALT 1 Enlargement,321629332,3007950,A1,3046,true,614,5/7/2018,3/7/2019 12:00,117,3 PLACE,306,CURTIS GODOY,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
0101000020E610000000000080087152C0000000A0E0564440,280000,0101000020110F0000A4A4306426535FC18CF51352B3F05241,40.6787300109863,-73.7661437988281,Queens,A1,ALT 1 Enlargement,421613070,4270362,A1,3047,true,1243,5/17/2018,3/7/2019 12:00,130-26,176 PLACE,412,SINGLA CONCEPTS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000060BF7C52C0000000A0E2564440,5416948,0101000020110F0000889846480C675FC151A1768FB5F05241,40.6787910461426,-73.9491806030273,Brooklyn,NB,New Building,321088265,3053991,NB,3048,false,36601,6/12/2018,6/5/2019 12:00,1247,ATLANTIC AVE,303,CITY WIDE DEVELOPERS GROU,RESIDENTIAL: APARTMENT HOUSES,10,40
0101000020E610000000000060187C52C0000000E0E3564440,1332444,0101000020110F000022A2B39DF0655FC12A5ED4F5B6F05241,40.6788291931152,-73.9389877319336,Brooklyn,NB,New Building,320622091,3054046,NB,3049,false,9003,6/13/2018,1/20/2019 12:00,438,HERKIMER STREET,303,M REMODELING CORP,RESIDENTIAL: APARTMENT HOUSES,6,8
0101000020E6100000000000E0D07752C0000000E0E5564440,686720,0101000020110F000025788DCCAB5E5FC1DC413733B9F05241,40.6788902282715,-73.8721237182617,Brooklyn,NB,New Building,321538797,3093409,NB,3050,false,4640,5/23/2018,5/30/2019 12:00,25,HILL STREET,305,JRS CONSTRUCTION & EXPEDI,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000A0CF7752C000000080E6564440,696784,0101000020110F0000181B00ADA95E5FC10E3066E6B9F05241,40.6789093017578,-73.8720474243164,Brooklyn,NB,New Building,321310149,3093408,NB,3051,false,4708,6/15/2018,4/20/2019 12:00,27,HILL STREET,305,JRS CONSTRUCTION & EXPEDI,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000A0167A52C000000020E7564440,1204720,0101000020110F0000023DBFF587625FC1A1219599BAF05241,40.6789283752441,-73.9076309204102,Brooklyn,NB,New Building,321484078,3827143,NB,3052,false,8140,2/13/2018,11/16/2018 12:00,102,SOMERS STREET,316,Y R A DEVELOPMENT CORP,RESIDENTIAL: APARTMENT HOUSES,4,8
0101000020E610000000000000988052C000000080E8564440,546120,0101000020110F0000D93758C4946D5FC1EA40C923BCF05241,40.6789703369141,-74.00927734375,Brooklyn,NB,New Building,321542201,3008389,NB,3053,false,3690,11/1/2017,11/1/2018 12:00,84,VISITATION PLACE,306,Y R A DEVELOPMENT CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000000AA7D52C000000080E9564440,828800,0101000020110F0000891F06D19A685FC13CD67A42BDF05241,40.6790008544922,-73.9635009765625,Brooklyn,NB,New Building,320457732,3402926,NB,3054,false,5600,12/12/2017,12/12/2018 12:00,800,DEAN STREET,308,ROYAL HOME IMPROVEMENTS I,RESIDENTIAL: APARTMENT HOUSES,4,4
0101000020E6100000000000A0617352C000000020EA564440,65000,0101000020110F0000D78B717623575FC1EED7A9F5BDF05241,40.6790199279785,-73.8028335571289,Queens,A1,ALT 1 Enlargement,421324622,4260011,A1,3055,true,884,6/28/2018,3/28/2019 12:00,116-24,139 STREET,412,ABY GENERAL CONSTRUCTION,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000C0BF7852C000000020EC564440,904872,0101000020110F000022D5608D41605FC125270D33C0F05241,40.6790809631348,-73.8867034912109,Brooklyn,NB,New Building,320915630,3815649,NB,3056,false,6114,3/23/2018,12/8/2018 12:00,2926,FULTON STREET,305,TGC CONSTRUCTION INC,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000A0C17552C000000020ED564440,627520,0101000020110F0000D5F23B362C5B5FC1A5DBBE51C1F05241,40.6791114807129,-73.8399429321289,Queens,NB,New Building,421522819,4616376,NB,3057,false,4240,1/11/2018,10/31/2018 12:00,106-51,98 STREET,410,GRACE INDUSTRIES LLC,UTILITY / MISCELLANEOUS,1,
0101000020E610000000000020B07452C000000020ED564440,600880,0101000020110F0000723703A55B595FC1A5DBBE51C1F05241,40.6791114807129,-73.8232498168945,Queens,NB,New Building,421055431,4250372,NB,3058,false,4060,5/17/2018,9/25/2018 12:00,111-25,116 STREET,410,P & R CONSTRUCTION DEVELO,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000020B07452C000000020ED564440,600880,0101000020110F0000723703A55B595FC1A5DBBE51C1F05241,40.6791114807129,-73.8232498168945,Queens,NB,New Building,421055440,4596130,NB,3059,false,4060,4/20/2018,9/25/2018 12:00,111-23,116 STREET,410,P & R CONSTRUCTION DEVELO,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000C0227252C0000000C0ED564440,209496,0101000020110F000068EB46D205555FC1D6F0ED04C2F05241,40.6791305541992,-73.7833709716797,Queens,A1,ALT 1 Enlargement,421180386,4265804,A1,3060,true,1192,4/24/2018,12/18/2018 12:00,160-31,121 AVENUE,412,MEDITERRANEAN CONSTRUCTIO,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000040EB7B52C000000000EE564440,200000,0101000020110F00007D9C77F7A3655FC1A5609A4CC2F05241,40.6791381835938,-73.9362335205078,Brooklyn,A1,ALT 1 Enlargement,321094908,3390062,A1,3061,true,1487,8/8/2018,11/9/2018 12:00,519,HERKIMER STREET,303,EL JAY GROUP INC,RESIDENTIAL: APARTMENT HOUSES,4,8
0101000020E6100000000000C0EE7B52C000000060EE564440,983312,0101000020110F00003FD469E9A9655FC162091DB8C2F05241,40.6791496276855,-73.9364471435547,Brooklyn,NB,New Building,320908238,3047973,NB,3062,false,6644,6/27/2018,10/15/2018 12:00,511,HERKIMER STREET,303,OMNI BUILD INC,RESIDENTIAL: APARTMENT HOUSES,4,8
0101000020E6100000000000E0FB7052C000000060EE564440,438190,0101000020110F0000661250F210535FC162091DB8C2F05241,40.6791496276855,-73.7653732299805,Queens,A1,ALT 1 Enlargement,421524407,4270370,A1,3063,true,1626,3/22/2018,11/9/2018 12:00,130-14,177 STREET,412,CHANDRABALI RAMANAND,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000C05D7E52C000000000EF564440,100000,0101000020110F0000E197D423CC695FC14A254C6BC3F05241,40.6791687011719,-73.9744720458984,Brooklyn,A1,ALT 1 Enlargement,302257830,3018775,A1,3064,true,16397,12/5/2017,11/15/2018 12:00,260,FLATBUSH AVENUE,306,GROUND TO SKY CITY BUILDE,RESIDENTIAL: APARTMENT HOUSES,8,21
0101000020E610000000000000827F52C0000000C0EF564440,518010,0101000020110F000011C7558EBC6B5FC1657E5142C4F05241,40.6791915893555,-73.9923095703125,Brooklyn,A1,ALT 1 Enlargement,321137907,3007628,A1,3065,true,3404,1/24/2018,1/20/2019 12:00,316,CARROLL STREET,306,M REMODELING CORP,RESIDENTIAL: APARTMENT HOUSES,4,3
0101000020E6100000000000C0C57052C0000000A0F0564440,2898284,0101000020110F0000F8A18002B5525FC12B172D3DC5F05241,40.6792182922363,-73.7620697021484,Queens,NB,New Building,421517264,4270452,NB,3066,false,19583,7/23/2018,10/24/2018 12:00,130-20,FARMERS BLVD,412,AB CAPSTONE BUILDERS CORP,MERCANTILE,2,
0101000020E6100000000000A09F8052C0000000A0F2564440,33300,0101000020110F0000E05503B8A16D5FC12ED6907AC7F05241,40.6792793273926,-74.0097427368164,Brooklyn,NB,New Building,321255538,3395647,NB,3067,false,225,7/20/2018,7/19/2019 12:00,98,VISITATION PLACE,306,ACHILLE & SON INC,UTILITY / MISCELLANEOUS,1,
0101000020E6100000000000A0E87C52C0000000A0F2564440,229740,0101000020110F00004F977F5952675FC12ED6907AC7F05241,40.6792793273926,-73.9516983032227,Brooklyn,A1,ALT 1 Enlargement,320917969,3053921,A1,3068,true,3924,11/14/2017,11/9/2018 12:00,11,HERKIMER PLACE,303,PRO-H DEVELOPMENT INC,BUSINESS,3,
0101000020E610000000000060BB7A52C0000000A0F2564440,255000,0101000020110F0000B358EDCD9F635FC12ED6907AC7F05241,40.6792793273926,-73.9176864624023,Brooklyn,A1,ALT 1 Enlargement,321311193,3041591,A1,3069,true,2399,7/2/2018,1/9/2019 12:00,86,MACDOUGAL STREET,303,DENNIS GEORGE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
0101000020E6100000000000001B7852C000000000F3564440,1012320,0101000020110F000070B932B5295F5FC1D88D13E6C7F05241,40.6792907714844,-73.8766479492188,Brooklyn,NB,New Building,321189138,3838137,NB,3070,false,6840,2/28/2018,11/16/2018 12:00,32,FOUNTAIN AVENUE,305,Y R A DEVELOPMENT CORP,RESIDENTIAL: APARTMENT HOUSES,3,7
0101000020E610000000000040997F52C000000040F4564440,448350,0101000020110F000045F0670CE46B5FC1BBFA714CC9F05241,40.679328918457,-73.9937286376953,Brooklyn,A1,ALT 1 Enlargement,320775461,3007576,A1,3071,true,464,4/10/2018,4/3/2019 12:00,288,CARROLL STREET,306,SQUARE INDIGO INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,1
0101000020E610000000000080DC7152C0000000A0F5564440,105245,0101000020110F0000FAB0A47E8E545FC13DB5A6D6CAF05241,40.679370880127,-73.7790832519531,Queens,A1,ALT 1 Enlargement,421337235,4268333,A1,3072,true,0,6/27/2018,4/10/2019 12:00,163-26,122 AVENUE,412,ROYCE CUSTOM HOMES LTD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000080158052C0000000A0F6564440,960000,0101000020110F00006DAB7E19B76C5FC174BB58F5CBF05241,40.6794013977051,-74.0013122558594,Brooklyn,A1,ALT 1 Enlargement,321659656,3005333,A1,3073,true,1353,7/12/2018,12/31/2018 12:00,10,THIRD PLACE,306,GAB-CO DESIGN GROUP INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
