the_geom,cost_estimate,the_geom_webmercator,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,job_type2,cartodb_id,enlargement_flag_yes_no,square_footage,permit_issuance_date,permit_expiration_date,job_location_house_number,job_location_street_name,community_board,applicant_business_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
0101000020E610000000000000057D52C0000000E0A34F4440,47804,0101000020110F00006E24228C82675FC12556705199E85241,40.6221885681152,-73.9534301757812,Brooklyn,NB,New Building,321255752,3425350,NB,1522,false,323,10/23/2017,9/19/2018 12:00,1221,EAST 22 STREET,314,LOUIS PERL CONTRACTING LT,UTILITY / MISCELLANEOUS,1,0
0101000020E610000000000000057D52C0000000E0A34F4440,646181,0101000020110F00006E24228C82675FC12556705199E85241,40.6221885681152,-73.9534301757812,Brooklyn,A1,ALT 1 Enlargement,320835209,3425350,A1,1523,true,3173,10/18/2017,9/19/2018 12:00,1221,EAST 22 STREET,314,LOUIS PERL CONTRACTING LT,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000080158952C000000040A44F4440,567136,0101000020110F00001375E9AC007C5FC13584DBBC99E85241,40.622200012207,-74.1419372558594,Staten Island,NB,New Building,520307043,5169725,NB,1524,false,3832,7/18/2018,7/18/2019 12:00,620,COLLEGE AVENUE,501,3584 CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000000B98852C0000000A0A44F4440,838420,0101000020110F0000188F0C8E637B5FC176B346289AE85241,40.6222114562988,-74.1362915039062,Staten Island,NB,New Building,520288750,5169893,NB,1525,false,5665,4/20/2018,4/4/2019 12:00,41,DICKIE AVENUE,501,J.B.I. CONSTRUCTION GROUP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000020F67D52C0000000E0A54F4440,761251,0101000020110F00001D5C5A1F1C695FC103AF568E9BE85241,40.6222496032715,-73.968147277832,Brooklyn,A1,ALT 1 Enlargement,321443461,3171168,A1,1526,true,0,7/25/2018,7/22/2019 12:00,715,AVENUE K,312,M.N.C. GENERAL CONTR CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C07D7F52C0000000C0AB4F4440,497280,0101000020110F000016F14156B56B5FC1701A3C21A2E85241,40.622428894043,-73.9920501708984,Brooklyn,NB,New Building,321557775,3425921,NB,1527,false,3360,6/14/2018,3/30/2019 12:00,1661,63RD STREET,311,OZ BOSPH CONSTRUCTION COR,MERCANTILE,2,0
0101000020E610000000000020627E52C000000060B04F4440,555878,0101000020110F0000925D4392D3695FC15C34124EA7E85241,40.6225700378418,-73.974739074707,Brooklyn,A1,ALT 1 Enlargement,321155165,3171040,A1,1528,true,0,10/31/2017,10/31/2018 12:00,1136,EAST 2ND ST,312,MR DEMOLITION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000607C7E52C000000000B24F4440,199000,0101000020110F0000B2FFDB28006A5FC12D088E1FA9E85241,40.6226196289062,-73.9763412475586,Brooklyn,A1,ALT 1 Enlargement,321230814,3130403,A1,1529,true,0,4/11/2018,3/31/2019 12:00,1035,DAHILL ROAD,312,ALROSE CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E0047F52C000000040B54F4440,205300,0101000020110F0000FA7DC204E86A5FC1B8F385C2ACE85241,40.6227188110352,-73.9846725463867,Brooklyn,A1,ALT 1 Enlargement,321527914,3130925,A1,1530,true,5079,7/24/2018,6/29/2019 12:00,1845,58TH STREET,312,FREEFORM BUILT LTD,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000C0D47D52C000000040B74F4440,475000,0101000020110F0000C75A826EE3685FC19E766DFFAEE85241,40.6227798461914,-73.9661102294922,Brooklyn,A1,ALT 1 Enlargement,321254218,3171243,A1,1531,true,1955,3/5/2018,3/3/2019 12:00,1078,EAST 10TH STREET,312,HARRIS HOME REPAIR & DEVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000080597E52C000000060C14F4440,284000,0101000020110F0000E5C1C0EBC4695FC1D58BC353BAE85241,40.6230888366699,-73.9742126464844,Brooklyn,A1,ALT 1 Enlargement,321360157,3171097,A1,1532,true,2205,6/13/2018,6/12/2019 12:00,1115,EAST 2 STREET,312,RELIANT BUILDERS CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E0D88052C0000000C0C14F4440,214000,0101000020110F0000F12EB4F6026E5FC1C5182FBFBAE85241,40.6231002807617,-74.0132369995117,Brooklyn,A1,ALT 1 Enlargement,321574989,3149046,A1,1533,true,117,11/14/2017,9/16/2018 12:00,1049,76 STREET,310,GARY ALLEN MODULAR HOMES,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000040E57D52C000000020C24F4440,841380,0101000020110F0000E4F36575FF685FC1EAA69A2ABBE85241,40.6231117248535,-73.9671173095703,Brooklyn,NB,New Building,320913712,3171198,NB,1534,false,5685,8/22/2018,8/15/2019 12:00,1056,EAST 9 STREET,312,MASTER BUILDERS CONSTRUCT,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000C0F27C52C0000000C0C44F4440,1062000,0101000020110F0000716F458C63675FC1A4AB8B1ABEE85241,40.6231918334961,-73.9523162841797,Brooklyn,A1,ALT 1 Enlargement,320625597,3208405,A1,1535,true,2030,8/22/2018,8/22/2019 12:00,1120,EAST 24TH STREET,314,GREENLINE DEVELOPERS LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E0907E52C000000000C64F4440,663226,0101000020110F0000628F1DFB226A5FC1A1FF9C80BFE85241,40.6232299804688,-73.9775924682617,Brooklyn,A1,ALT 1 Enlargement,321566578,3130115,A1,1536,true,2170,5/10/2018,5/10/2019 12:00,2026,52 STREET,312,THB CUSTOM BUILDERS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000000FD7F52C0000000A0C94F4440,1546008,0101000020110F00002B25DF7B8D6C5FC1F3BE028FC3E85241,40.6233406066895,-73.9998168945312,Brooklyn,NB,New Building,320626104,3414241,NB,1537,false,10446,5/11/2018,5/11/2019 12:00,1415,67TH STREET,311,JAYA CONTRACTING INC,RESIDENTIAL: APARTMENT HOUSES,4,8
0101000020E6100000000000C0598552C000000020CF4F4440,182780,0101000020110F0000B421E63CA9755FC1B07A83B6C9E85241,40.6235084533691,-74.0836029052734,Staten Island,NB,New Building,520279742,5166593,NB,1538,false,1235,6/12/2018,6/12/2019 12:00,275,BROAD STREET,501,H DEVELOPMENT GROUP LLC,MERCANTILE,1,0
0101000020E6100000000000C0588552C0000000C0D14F4440,317016,0101000020110F00000FA40E8AA7755FC123A475A6CCE85241,40.6235885620117,-74.0835418701172,Staten Island,NB,New Building,520279751,5166592,NB,1539,false,2142,6/12/2018,6/1/2019 12:00,271,BROAD STREET,501,H DEVELOPMENT GROUP LLC,MERCANTILE,3,2
0101000020E6100000000000A0578552C000000020D24F4440,317016,0101000020110F0000B636DCA0A5755FC1BC65E111CDE85241,40.6236000061035,-74.0834732055664,Staten Island,NB,New Building,520279760,5166591,NB,1540,false,2142,6/12/2018,6/1/2019 12:00,267,BROAD STREET,501,H DEVELOPMENT GROUP LLC,MERCANTILE,3,2
0101000020E6100000000000A0207F52C0000000C0D24F4440,962000,0101000020110F0000945C9E27176B5FC1C055EAC4CDE85241,40.6236190795898,-73.9863662719727,Brooklyn,NB,New Building,321041635,3421362,NB,1541,false,6500,11/27/2017,9/25/2018 12:00,1769,58 STREET,312,BBM CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000603A7E52C0000000C0D24F4440,509000,0101000020110F0000429B4D0D90695FC1C055EAC4CDE85241,40.6236190795898,-73.9723129272461,Brooklyn,A1,ALT 1 Enlargement,321297869,3131033,A1,1542,true,4281,6/7/2018,6/10/2019 12:00,412,AVENUE J,312,GREENLINE DEVELOPERS LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000A0A67E52C000000020D54F4440,410000,0101000020110F00001F7CECEC476A5FC1F99D3F6DD0E85241,40.6236915588379,-73.9789199829102,Brooklyn,A1,ALT 1 Enlargement,321368621,3130078,A1,1543,true,1651,12/28/2017,12/13/2018 12:00,1975,53STREET,312,BLUE DREAM BUILDERS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000E0BD8652C0000000C0D64F4440,32227,0101000020110F000058CAEB2606785FC10072BD3ED2E85241,40.6237411499023,-74.105339050293,Staten Island,A1,ALT 1 Enlargement,520302075,5007580,A1,1544,true,501,4/17/2018,4/17/2019 12:00,27,PARK VIEW PLACE,501,N/A,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000020C77E52C000000040DE4F4440,408170,0101000020110F000084EF47217F6A5FC1DFB82AA3DAE85241,40.6239700317383,-73.9809036254883,Brooklyn,A1,ALT 1 Enlargement,321527996,3130373,A1,1545,true,1491,7/2/2018,6/20/2019 12:00,1917,54 STREET,312,PETERKIN CONSTRUCTION LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000040287B52C000000040DF4F4440,302698,0101000020110F000018E852BD58645FC1B4D59FC1DBE85241,40.6240005493164,-73.9243316650391,Brooklyn,A1,ALT 1 Enlargement,321632337,3217894,A1,1546,true,655,6/14/2018,6/8/2019 12:00,5301,AVENUE L,318,NOVEL CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000E08B8852C000000040E04F4440,256980,0101000020110F00007389D0E7167B5FC120FB14E0DCE85241,40.6240310668945,-74.1335372924805,Staten Island,A1,ALT 1 Enlargement,520328084,5011178,A1,1547,true,1053,7/17/2018,4/4/2019 12:00,69,BURNSIDE AVE,501,J.B.I. CONSTRUCTION GROUP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000060147D52C000000080E14F4440,57572,0101000020110F00003250D3A99C675FC1F5752746DEE85241,40.6240692138672,-73.9543685913086,Brooklyn,NB,New Building,321564810,3407989,NB,1548,false,389,4/10/2018,4/10/2019 12:00,1150GAR,EAST 22 STREET,314,RELIANT BUILDERS CORP,UTILITY / MISCELLANEOUS,1,0
0101000020E610000000000060147D52C000000080E14F4440,682000,0101000020110F00003250D3A99C675FC1F5752746DEE85241,40.6240692138672,-73.9543685913086,Brooklyn,A1,ALT 1 Enlargement,320951680,3207530,A1,1549,true,1882,4/11/2018,4/7/2019 12:00,1150,EAST 22 STREET,314,RELIANT BUILDERS CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000804D7E52C000000080E24F4440,300000,0101000020110F00002EDEA689B0695FC1ABAE9C64DFE85241,40.6240997314453,-73.9734802246094,Brooklyn,A1,ALT 1 Enlargement,321413715,3170736,A1,1550,true,2766,6/6/2018,6/7/2019 12:00,305,AVENUE J,312,OB HOME IMPROVEMENTS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000060C08652C000000020E34F4440,399780,0101000020110F0000748406660A785FC179F6A517E0E85241,40.6241188049316,-74.1054916381836,Staten Island,A1,ALT 1 Enlargement,520293138,5007572,A1,1551,true,2221,3/1/2018,2/26/2019 12:00,82,WHITEWOOD AVENUE,501,SALVATORE CALCAGNO CONST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000080CB7E52C000000080E34F4440,462798,0101000020110F000035B5B68F866A5FC1F8EF1183E0E85241,40.6241302490234,-73.9811706542969,Brooklyn,A1,ALT 1 Enlargement,321512537,3130379,A1,1552,true,2710,11/15/2017,11/15/2018 12:00,1905,54 STREET,312,EASTGATE BUILDERS & DEVEL,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000A0567F52C000000020E44F4440,947200,0101000020110F00004DDD12E1726B5FC11F3D1B36E1E85241,40.6241493225098,-73.9896621704102,Brooklyn,NB,New Building,321504644,3422393,NB,1553,false,6400,6/28/2018,6/27/2019 12:00,1670,59TH STREET,312,SHTERN CONSTRCTN & REMDL,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E610000000000020587F52C000000080E54F4440,1132644,0101000020110F0000C419566D756B5FC1498CFCBFE2E85241,40.6241912841797,-73.9897537231445,Brooklyn,NB,New Building,321465632,3422394,NB,1554,false,7653,6/28/2018,6/27/2019 12:00,1668,59TH STREET,312,SHTERN CONSTRCTN & REMDL,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000407B7E52C000000080E64F4440,9648860,0101000020110F00005A92A93FFE695FC152E771DEE3E85241,40.6242218017578,-73.9762725830078,Brooklyn,NB,New Building,321117135,3129565,NB,1555,false,65195,6/29/2018,4/1/2019 12:00,1200,MCDONALD AVENUE,312,SNL CONSTRUCTION LLC,STORAGE: MODERATE HAZARD,5,
0101000020E610000000000040677E52C0000000C0E64F4440,506550,0101000020110F00007DC1D346DC695FC16A3F0F26E4E85241,40.6242294311523,-73.9750518798828,Brooklyn,A1,ALT 1 Enlargement,321660216,3170628,A1,1556,true,2374,8/9/2018,11/12/2018 12:00,1072,EAST 2ND STREET,312,YATZIV CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000C0297F52C000000060E94F4440,706000,0101000020110F000012B78CA7266B5FC1CA7C0316E7E85241,40.6243095397949,-73.9869232177734,Brooklyn,A1,ALT 1 Enlargement,321797258,3131193,A1,1557,true,1744,7/26/2018,11/13/2018 12:00,1738,57 STREET,312,CITYSCAPE BUILDERS LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000004E7C52C0000000C0E94F4440,932400,0101000020110F0000BE5317B44B665FC1658A6F81E7E85241,40.6243209838867,-73.9422607421875,Brooklyn,NB,New Building,320913990,3208920,NB,1558,false,6300,4/16/2018,10/19/2018 12:00,1281,EAST 34 STREET,318,ADASS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000004E7C52C0000000C0E94F4440,29600,0101000020110F0000BE5317B44B665FC1658A6F81E7E85241,40.6243209838867,-73.9422607421875,Brooklyn,NB,New Building,320916666,3208920,NB,1559,false,200,4/25/2018,10/19/2018 12:00,1281,EAST 34 STREET,318,ADASS INC,UTILITY / MISCELLANEOUS,1,
0101000020E6100000000000E0BE7C52C000000000EA4F4440,155825,0101000020110F0000B5D9DA6E0B675FC175E90CC9E7E85241,40.6243286132812,-73.9491500854492,Brooklyn,A1,ALT 1 Enlargement,321186373,3207714,A1,1560,true,644,4/11/2018,4/7/2019 12:00,2701,AVE K,314,RELIANT BUILDERS CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000E0CA8952C0000000A0ED4F4440,319680,0101000020110F0000971956C2347D5FC12B0877D7EBE85241,40.624439239502,-74.1530075073242,Staten Island,NB,New Building,520300022,5169765,NB,1561,false,2160,5/3/2018,4/28/2019 12:00,40,EUNICE PLACE,501,BEYER CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000060C58952C0000000A0EE4F4440,319680,0101000020110F00008DE6B46A2B7D5FC1E2A8ECF5ECE85241,40.6244697570801,-74.1526718139648,Staten Island,NB,New Building,520300013,5169178,NB,1562,false,2160,5/3/2018,4/28/2019 12:00,42,EUNICE PLACE,501,BEYER CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000020E47E52C000000000EF4F4440,495005,0101000020110F00002B2BB163B06A5FC15DC75861EDE85241,40.6244812011719,-73.9826736450195,Brooklyn,A1,ALT 1 Enlargement,321535683,3130575,A1,1563,true,2026,3/15/2018,11/18/2018 12:00,1854,54 STREET,312,EASTGATE BUILDERS & DEVEL,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E0C67C52C000000000EF4F4440,817848,0101000020110F0000DAC6960519675FC15DC75861EDE85241,40.6244812011719,-73.9496383666992,Brooklyn,NB,New Building,320597305,3207708,NB,1564,false,5526,7/19/2018,7/19/2019 12:00,1082,EAST 27TH STREET,314,MARCAL CONTRACTING CO LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000020A97D52C000000000F04F4440,2391680,0101000020110F00009A91895499685FC1E373CE7FEEE85241,40.62451171875,-73.9634475708008,Brooklyn,NB,New Building,302056343,3179875,NB,1565,false,16160,6/26/2018,2/2/2019 12:00,1016,EAST   13 STREET,314,HONEST & QUALITY CORP,RESIDENTIAL APT HOUSE,5,8
0101000020E6100000000000C02A8052C0000000E0F04F4440,836661,0101000020110F000057D9E131DB6C5FC1DF71757AEFE85241,40.6245384216309,-74.0026092529297,Brooklyn,A1,ALT 1 Enlargement,321194774,3142894,A1,1566,true,3120,5/11/2018,5/11/2019 12:00,6703,13 AVENUE,310,JAYA CONTRACTING INC,RESIDENTIAL: APARTMENT HOUSES,3,4
0101000020E610000000000080C48952C0000000A0F24F4440,319680,0101000020110F00009D5838EE297D5FC18C81C36FF1E85241,40.6245918273926,-74.1526184082031,Staten Island,NB,New Building,520300031,5169177,NB,1567,false,2160,5/3/2018,4/28/2019 12:00,36,EUNICE PLACE,501,BEYER CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000405A8152C0000000A0F24F4440,300000,0101000020110F0000044E5BB8DE6E5FC18C81C36FF1E85241,40.6245918273926,-74.0211334228516,Brooklyn,A1,ALT 1 Enlargement,321409007,3151020,A1,1568,true,500,2/14/2018,12/29/2018 12:00,618,79 STREET,310,CH CO INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000040377B52C000000040F34F4440,685000,0101000020110F0000BD44F33772645FC1CD1FCD22F2E85241,40.6246109008789,-73.9252471923828,Brooklyn,A1,ALT 1 Enlargement,320911279,3217836,A1,1569,true,1700,7/9/2018,6/28/2019 12:00,1433,EAST 52ND STREET,318,SHENG YEE CONSTR. INC,RESIDENTIAL: APARTMENT HOUSES,3,5
0101000020E610000000000060C48952C000000040F44F4440,319680,0101000020110F0000E868DDB7297D5FC1C4F04241F3E85241,40.624641418457,-74.1526107788086,Staten Island,NB,New Building,520300059,5169176,NB,1570,false,2160,5/3/2018,4/28/2019 12:00,34,EUNICE PLACE,501,BEYER CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C0197F52C000000040F44F4440,720552,0101000020110F0000C7DC147A0B6B5FC1C4F04241F3E85241,40.624641418457,-73.9859466552734,Brooklyn,A1,ALT 1 Enlargement,321295736,3130842,A1,1571,true,2515,5/10/2018,5/10/2019 12:00,1756,56 ST,312,THB CUSTOM BUILDERS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000000C48952C000000080F54F4440,319680,0101000020110F0000CA99CC14297D5FC10D4256A7F4E85241,40.6246795654297,-74.152587890625,Staten Island,NB,New Building,520300068,5169175,NB,1572,false,2160,5/3/2018,4/28/2019 12:00,32,EUNICE PLACE,501,BEYER CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000000BE7C52C000000020F64F4440,589050,0101000020110F0000C64B5EF209675FC1B4EF5F5AF5E85241,40.624698638916,-73.9490966796875,Brooklyn,A1,ALT 1 Enlargement,321448545,3207717,A1,1574,true,380,5/10/2018,5/10/2019 12:00,1073,EAST 27 ST,314,THB CUSTOM BUILDERS INC,ASSEMBLY: OTHER,3,1
0101000020E610000000000040937E52C000000020F84F4440,1598400,0101000020110F0000CA59DD03276A5FC18ECB4B97F7E85241,40.6247596740723,-73.9777374267578,Brooklyn,A1,ALT 1 Enlargement,320595101,3129528,A1,1575,true,7498,1/8/2018,12/31/2018 12:00,1975,51 STREET,312,CENTRO PAZ CONSTRUCTION C,EDUCATIONAL,5,
0101000020E610000000000000077D52C000000020F84F4440,316629,0101000020110F0000B81FD1F185675FC18ECB4B97F7E85241,40.6247596740723,-73.9535522460938,Brooklyn,A1,ALT 1 Enlargement,321232368,3254329,A1,1576,true,404,10/24/2017,10/19/2018 12:00,1052,EAST 23 STREET,314,ADASS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000608C7F52C000000000FD4F4440,5677428,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063503,3132046,NB,1577,false,38361,3/20/2018,10/26/2018 12:00,6020,16 AVE,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,11
0101000020E6100000000000608C7F52C000000000FD4F4440,3265472,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063512,3132046,NB,1578,false,22064,3/20/2018,10/26/2018 12:00,6014,16 AVE,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,11
0101000020E6100000000000608C7F52C000000000FD4F4440,3250968,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063521,3132046,NB,1579,false,21966,3/20/2018,10/26/2018 12:00,1559,61 STREET,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,11
0101000020E6100000000000608C7F52C000000000FD4F4440,3303952,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063530,3132046,NB,1580,false,22324,3/20/2018,10/26/2018 12:00,1575,61 STREET,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,11
0101000020E6100000000000608C7F52C000000000FD4F4440,3250968,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063549,3132046,NB,1581,false,21966,3/20/2018,10/26/2018 12:00,1571,61 STREET,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,11
0101000020E6100000000000608C7F52C000000000FD4F4440,3280420,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063558,3132046,NB,1582,false,22165,3/20/2018,10/26/2018 12:00,1555,61 STREET,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,11
0101000020E6100000000000608C7F52C000000000FD4F4440,3250968,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063567,3132046,NB,1583,false,21966,3/20/2018,10/28/2018 12:00,1563,61 STREET,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,11
0101000020E6100000000000608C7F52C000000000FD4F4440,3250968,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063576,3132046,NB,1584,false,21966,3/20/2018,10/28/2018 12:00,1567,61 STREET,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,11
0101000020E6100000000000608C7F52C000000000FD4F4440,3265472,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063585,3132046,NB,1585,false,22064,3/20/2018,10/26/2018 12:00,6010,16 AVE,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,11
0101000020E6100000000000608C7F52C000000000FD4F4440,1846744,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063594,3132046,NB,1586,false,12478,3/20/2018,10/26/2018 12:00,1570,60 STREET,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,6
0101000020E6100000000000608C7F52C000000000FD4F4440,3391124,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063601,3132046,NB,1587,false,22913,3/20/2018,10/26/2018 12:00,6004,16 AVE,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,11
0101000020E6100000000000608C7F52C000000000FD4F4440,1846744,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063610,3132046,NB,1588,false,12478,3/20/2018,10/26/2018 12:00,1578,60 STREET,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,6
0101000020E6100000000000608C7F52C000000000FD4F4440,1796868,0101000020110F00009E7ED12DCE6B5FC12B43CB0BFDE85241,40.6249084472656,-73.9929428100586,Brooklyn,NB,New Building,321063629,3132046,NB,1589,false,12141,3/20/2018,10/26/2018 12:00,1574,60 STREET,312,PROMPT BUILDERS NY INC,RESIDENTIAL: APARTMENT HOUSES,6,6
0101000020E610000000000040C97E52C0000000A0FF4F4440,628320,0101000020110F000082DA51BD826A5FC19175C1FBFFE85241,40.6249885559082,-73.9810333251953,Brooklyn,A1,ALT 1 Enlargement,321295781,3129988,A1,1590,true,1839,8/31/2017,8/31/2018 12:00,5218,19 AVENUE,312,PARAMOUNT FRAMERS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000020B87D52C00000000002504440,1355000,0101000020110F00003FEE29CFB2685FC1FE4F1AA402E95241,40.6250610351562,-73.9643630981445,Brooklyn,A1,ALT 1 Enlargement,320910485,3179480,A1,1591,true,406,8/7/2018,6/29/2019 12:00,1123,AVENUE J,314,SCHIMENTI CONSTRUCTION CO,BUSINESS,2,
0101000020E610000000000060577F52C0000000A002504440,593700,0101000020110F0000887B3427746B5FC1AF40245703E95241,40.6250801086426,-73.9897079467773,Brooklyn,A1,ALT 1 Enlargement,321424437,3131384,A1,1592,true,2236,12/12/2017,12/12/2018 12:00,1644,58 STREET,312,ROYAL HOME IMPROVEMENTS I,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000A0CC7E52C0000000A002504440,708000,0101000020110F00008F22E978886A5FC1AF40245703E95241,40.6250801086426,-73.9812393188477,Brooklyn,A1,ALT 1 Enlargement,321176491,3129990,A1,1593,true,0,5/10/2018,5/10/2019 12:00,1875,53 STREET,312,THB CUSTOM BUILDERS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000200E7D52C0000000A004504440,120000,0101000020110F0000EC7E100C92675FC1F8F2109405E95241,40.6251411437988,-73.953987121582,Brooklyn,A1,ALT 1 Enlargement,301622885,3207544,A1,1594,true,7432,8/2/2018,7/22/2019 12:00,1103,EAST   22 STREET,314,M.N.C. GENERAL CONTR CORP,RESIDENTIAL 1-2 FAMILY HOUSES,3,1
0101000020E6100000000000A0DE7C52C0000000A004504440,240200,0101000020110F0000E0AE145D41675FC1F8F2109405E95241,40.6251411437988,-73.9510879516602,Brooklyn,A1,ALT 1 Enlargement,320915168,3207624,A1,1595,true,1839,6/7/2018,11/13/2018 12:00,3173,BEDFORD AVE,314,VINTAGE HOMES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
